,rain_mm
312241,0.0
312242,0.0
312243,0.0
312244,0.0
312245,0.0
312246,238.0
312247,65.0
312248,0.0
312249,0.0
312250,0.0
312251,0.0
312252,0.0
312253,0.0
312254,42.0
312255,80.0
312256,0.0
312257,0.0
312258,0.0
312259,0.0
312260,83.0
312261,0.0
312262,0.0
312263,0.0
312264,0.0
312265,0.0
312266,35.0
312267,0.0
312268,0.0
312269,0.0
312270,22.0
312271,0.0
312272,3.0
312273,0.0
312274,103.0
312275,0.0
312276,0.0
312277,0.0
312278,0.0
312279,0.0
312280,8.0
312281,0.0
312282,0.0
312283,0.0
312284,0.0
312285,0.0
312286,0.0
312287,0.0
312288,98.0
312289,0.0
312290,0.0
312291,0.0
312292,0.0
312293,0.0
312294,0.0
312295,0.0
312296,0.0
312297,0.0
312298,0.0
312299,60.0
312300,0.0
312301,0.0
312302,0.0
312303,0.0
312304,0.0
312305,0.0
312306,0.0
312307,28.0
312308,14.0
312309,0.0
312310,0.0
312311,44.0
312313,67.0
312314,0.0
312315,0.0
312316,0.0
312317,0.0
312318,23.0
312319,0.0
312320,0.0
312321,95.0
312322,0.0
312323,0.0
312324,0.0
312325,0.0
312326,0.0
312327,0.0
312328,0.0
312329,13.0
312330,55.0
312331,0.0
312332,0.0
312333,0.0
312334,20.0
312335,0.0
312336,9.0
312337,40.0
312338,0.0
312339,0.0
312340,0.0
312341,0.0
312342,0.0
312343,7.0
312344,1.0
312345,0.0
312346,0.0
312347,0.0
312348,17.0
312349,0.0
312350,9.0
312351,0.0
312352,10.0
312353,58.0
312354,0.0
312355,0.0
312356,48.0
312357,6.0
312358,0.0
312359,0.0
312360,0.0
312361,0.0
312362,0.0
312363,60.0
312364,0.0
312365,23.0
312366,0.0
312367,0.0
312368,0.0
312369,0.0
312370,0.0
312371,0.0
312372,67.0
312373,3.0
312374,50.0
312375,23.0
312376,0.0
312377,0.0
312378,0.0
312379,29.0
312380,0.0
312381,0.0
312382,0.0
312383,0.0
312384,4.0
312385,16.0
312386,0.0
312387,0.0
312388,18.0
312389,18.0
312390,0.0
312391,37.0
312392,17.0
312393,12.0
312394,0.0
312395,0.0
312396,0.0
312397,0.0
312398,15.0
312399,0.0
312400,0.0
312401,0.0
312402,12.0
312403,33.0
312404,0.0
312405,0.0
312406,0.0
312407,0.0
312408,13.0
312409,13.0
312410,0.0
312411,75.0
312412,75.0
312413,100.0
312414,0.0
312415,10.0
312416,26.0
312417,36.0
312418,15.0
312419,12.0
312420,0.0
312421,0.0
312422,0.0
312423,0.0
312424,0.0
312425,0.0
312426,0.0
312427,0.0
312428,0.0
312429,0.0
312430,29.0
312431,0.0
312432,0.0
312433,0.0
312434,0.0
312435,0.0
312436,0.0
312437,6.0
312438,0.0
312439,0.0
312440,0.0
312441,0.0
312442,0.0
312443,0.0
312444,0.0
312445,40.0
312446,40.0
312447,0.0
312448,0.0
312449,0.0
312450,4.0
312451,0.0
312452,30.0
312453,1.0
312454,0.0
312455,0.0
312456,0.0
312457,0.0
312458,0.0
312459,0.0
312460,0.0
312461,0.0
312462,0.0
312463,33.0
312464,0.0
312465,0.0
312466,0.0
312467,0.0
312468,0.0
312469,21.0
312470,6.0
312471,76.0
312472,45.0
312473,0.0
312474,0.0
312475,0.0
312476,0.0
312477,0.0
312478,0.0
312479,0.0
312480,0.0
312481,0.0
312482,0.0
312483,0.0
312484,0.0
312485,0.0
312486,0.0
312487,0.0
312488,0.0
312489,0.0
312490,0.0
312491,0.0
312492,0.0
312493,3.0
312494,0.0
312495,0.0
312496,0.0
312497,4.0
312498,0.0
312499,0.0
312500,0.0
312501,0.0
312502,0.0
312503,0.0
312504,0.0
312505,0.0
312506,0.0
312507,0.0
312508,0.0
312509,0.0
312510,43.0
312511,0.0
312512,0.0
312513,0.0
312514,205.0
312515,0.0
312516,0.0
312517,0.0
312518,0.0
312519,43.0
312520,0.0
312521,0.0
312522,16.0
312523,15.0
312524,0.0
312525,0.0
312526,0.0
312527,0.0
312528,0.0
312529,0.0
312530,0.0
312531,2.0
312532,232.0
312533,1.0
312534,10.0
312535,0.0
312536,0.0
312537,0.0
312538,0.0
312539,0.0
312540,0.0
312541,100.0
312542,0.0
312543,0.0
312544,0.0
312545,0.0
312546,0.0
312547,1.0
312548,163.0
312549,0.0
312550,0.0
312551,0.0
312552,0.0
312553,0.0
312554,0.0
312555,112.0
312556,0.0
312557,0.0
312558,0.0
312559,45.0
312560,26.0
312561,24.0
312562,0.0
312563,0.0
312564,0.0
312565,115.0
312566,0.0
312567,0.0
312568,0.0
312569,90.0
312570,0.0
312571,2.0
312572,200.0
312573,0.0
312574,0.0
312575,0.0
312576,26.0
312577,5.0
312578,0.0
312579,0.0
312580,0.0
312581,2.0
312582,0.0
312583,0.0
312584,0.0
312585,0.0
312586,0.0
312587,0.0
312588,19.0
312589,6.0
312590,0.0
312591,21.0
312592,0.0
312593,4.0
312594,0.0
312595,0.0
312596,0.0
312597,10.0
312598,0.0
312599,0.0
312600,0.0
312601,0.0
312602,36.0
312603,0.0
312604,0.0
312605,0.0
312606,0.0
312607,10.0
312608,13.0
312609,5.0
312610,0.0
312611,0.0
312612,0.0
312613,0.0
312614,0.0
312615,0.0
312616,0.0
312617,0.0
312618,0.0
312619,0.0
312620,0.0
312621,60.0
312622,110.0
312623,0.0
312624,0.0
312625,0.0
312626,0.0
312627,145.0
312628,5.0
312629,6.0
312630,0.0
312631,126.0
312632,0.0
312633,0.0
312634,0.0
312635,5.0
312636,0.0
312637,0.0
312638,113.0
312639,0.0
312640,0.0
312641,0.0
312642,1.0
312643,55.0
312644,0.0
312645,0.0
312646,110.0
312647,0.0
312648,14.0
312649,0.0
312650,10.0
312651,0.0
312652,14.0
312653,0.0
312654,0.0
312655,0.0
312656,0.0
312657,0.0
312658,18.0
312659,0.0
312660,0.0
312661,34.0
312662,0.0
312663,0.0
312664,0.0
312665,0.0
312666,74.0
312667,0.0
312668,0.0
312669,0.0
312670,0.0
312671,65.0
312672,0.0
312673,30.0
312674,37.0
312675,0.0
312676,0.0
312677,13.0
312678,0.0
312679,0.0
312680,70.0
312681,0.0
312682,0.0
312683,53.0
312684,71.0
312685,85.0
312686,10.0
312687,0.0
312688,0.0
312689,0.0
312690,0.0
312691,0.0
312692,0.0
312693,21.0
312694,0.0
312695,0.0
312696,0.0
312697,40.0
312698,0.0
312699,0.0
312700,0.0
312701,0.0
312702,0.0
312703,0.0
312704,0.0
312705,0.0
312706,0.0
312707,0.0
312708,0.0
312709,0.0
312710,55.0
312711,0.0
312712,0.0
312713,0.0
312714,0.0
312715,8.0
312716,92.0
312717,3.0
312718,0.0
312719,139.0
312720,0.0
312721,0.0
312722,60.0
312723,0.0
312724,21.0
312725,178.0
312726,0.0
312727,0.0
312728,0.0
312729,0.0
312730,0.0
312731,0.0
312732,13.0
312733,0.0
312734,0.0
312735,6.0
312736,0.0
312737,0.0
312738,50.0
312739,29.0
312740,0.0
312741,0.0
312742,16.0
312743,0.0
312744,12.0
312745,23.0
312746,19.0
312747,5.0
312748,1.0
312749,21.0
312750,17.0
312751,20.0
312752,0.0
312753,0.0
312754,0.0
312755,73.0
312756,0.0
312757,0.0
312758,0.0
312759,0.0
312760,12.0
312761,0.0
312762,1.0
312763,0.0
312764,0.0
312765,0.0
312766,0.0
312767,0.0
312768,0.0
312769,92.0
312770,0.0
312771,0.0
312772,0.0
312773,29.0
312774,0.0
312775,2.0
312776,0.0
312777,0.0
312778,0.0
312779,0.0
312780,5.0
312781,0.0
312782,0.0
312783,0.0
312784,0.0
312785,0.0
312786,4.0
312787,0.0
312788,0.0
312789,18.0
312790,21.0
312791,8.0
312792,3.0
312793,0.0
312794,68.0
312795,0.0
312796,0.0
312797,9.0
312798,0.0
312799,0.0
312800,15.0
312801,0.0
312802,2.0
312803,22.0
312804,0.0
312805,0.0
312806,0.0
312807,0.0
312808,3.0
312809,4.0
312810,0.0
312811,0.0
312812,272.0
312813,197.0
312814,0.0
312815,4.0
312816,0.0
312817,5.0
312818,10.0
312819,13.0
312820,0.0
312821,0.0
312822,0.0
312823,18.0
312824,10.0
312825,0.0
312826,6.0
312827,0.0
312828,0.0
312829,0.0
312830,0.0
312831,64.0
312832,19.0
312833,0.0
312834,20.0
312835,0.0
312836,0.0
312837,0.0
312838,0.0
312839,0.0
312840,40.0
312841,0.0
312842,0.0
312843,20.0
312844,80.0
312845,0.0
312846,0.0
312847,0.0
312848,0.0
312849,0.0
312850,0.0
312851,0.0
312852,2.0
312853,0.0
312854,0.0
312855,78.0
312856,0.0
312857,0.0
312858,14.0
312859,19.0
312860,0.0
312861,0.0
312862,0.0
312863,46.0
312864,10.0
312865,0.0
312866,0.0
312867,0.0
312868,0.0
312869,233.0
312870,3.0
312871,0.0
312872,18.0
312873,0.0
312874,80.0
312875,17.0
312876,17.0
312877,0.0
312878,48.0
312879,150.0
312880,41.0
312881,0.0
312882,0.0
312883,0.0
312884,42.0
312885,0.0
312886,25.0
312887,0.0
312888,0.0
312889,0.0
312890,33.0
312891,0.0
312892,0.0
312893,0.0
312894,5.0
312895,0.0
312896,0.0
312897,0.0
312898,0.0
312899,0.0
312900,211.0
312901,2.0
312902,0.0
312903,0.0
312904,0.0
312905,0.0
312906,0.0
312907,0.0
312908,0.0
312909,0.0
312910,0.0
312911,195.0
312912,396.0
312913,8.0
312914,10.0
312915,35.0
312916,0.0
312917,0.0
312918,0.0
312919,0.0
312920,30.0
312921,0.0
312922,18.0
312923,0.0
312924,0.0
312925,0.0
312926,0.0
312927,0.0
312928,0.0
312929,2.0
312930,7.0
312931,2.0
312932,42.0
312933,0.0
312934,0.0
312935,0.0
312936,0.0
312937,0.0
312938,0.0
312939,0.0
312940,0.0
312941,0.0
312942,0.0
312943,0.0
312944,0.0
312945,0.0
312946,0.0
312947,19.0
312948,62.0
312949,110.0
312950,13.0
312951,0.0
312952,0.0
312953,6.0
312954,95.0
312955,18.0
312956,0.0
312957,0.0
312958,8.0
312959,150.0
312960,177.0
312961,0.0
312962,0.0
312963,0.0
312964,10.0
312965,5.0
312966,3.0
312967,0.0
312968,2.0
312969,34.0
312970,41.0
312971,29.0
312972,84.0
312973,0.0
312974,0.0
312975,0.0
312976,0.0
312977,56.0
312978,0.0
312979,3.0
312980,0.0
312981,0.0
312982,3.0
312983,0.0
312984,0.0
312985,30.0
312986,4.0
312987,0.0
312988,0.0
312989,2.0
312990,0.0
312991,0.0
312992,0.0
312993,15.0
312994,0.0
312995,40.0
312996,0.0
312997,0.0
312998,0.0
312999,0.0
313000,74.0
313001,0.0
313002,0.0
313003,0.0
313004,0.0
313005,0.0
313006,33.0
313007,0.0
313008,98.0
313009,0.0
313010,0.0
313011,26.0
313012,46.0
313013,0.0
313014,0.0
313015,0.0
313016,0.0
313017,0.0
313018,3.0
313019,79.0
313020,18.0
313021,0.0
313022,0.0
313023,0.0
313024,0.0
313025,0.0
313026,10.0
313027,0.0
313028,0.0
313029,42.0
313030,0.0
313031,17.0
313032,0.0
313033,0.0
313034,1.0
313035,0.0
313036,0.0
313037,0.0
313038,0.0
313039,0.0
313040,0.0
313041,13.0
313042,0.0
313043,0.0
313044,10.0
313045,0.0
313046,0.0
313047,10.0
313048,34.0
313049,0.0
313050,0.0
313051,0.0
313052,40.0
313053,0.0
313054,0.0
313055,0.0
313056,0.0
313057,122.0
313058,0.0
313059,0.0
313060,0.0
313061,0.0
313062,0.0
313063,0.0
313064,18.0
313065,0.0
313066,0.0
313067,0.0
313068,47.0
313069,0.0
313070,0.0
313071,0.0
313072,56.0
313073,0.0
313074,340.0
313075,33.0
313076,0.0
313077,0.0
313078,0.0
313079,0.0
313080,0.0
313081,0.0
313082,0.0
313083,0.0
313084,0.0
313085,0.0
313086,100.0
313087,9.0
313088,0.0
313089,0.0
313090,0.0
313091,0.0
313092,184.0
313093,14.0
313094,0.0
313095,0.0
313096,0.0
313097,0.0
313098,0.0
313099,0.0
313100,0.0
313101,20.0
313102,18.0
313103,0.0
313104,0.0
313105,32.0
313106,0.0
313107,16.0
313108,0.0
313109,0.0
313110,6.0
313111,0.0
313112,0.0
313113,13.0
313114,5.0
313115,0.0
313116,0.0
313117,14.0
313118,0.0
313119,52.0
313120,0.0
313121,0.0
313122,42.0
313123,42.0
313124,2.0
313125,0.0
313126,0.0
313127,0.0
313128,5.0
313129,80.0
313130,0.0
313131,0.0
313132,0.0
313133,0.0
313134,0.0
313135,25.0
313136,8.0
313137,0.0
313138,0.0
313139,0.0
313140,0.0
313141,0.0
313142,0.0
313143,0.0
313144,0.0
313145,0.0
313146,0.0
313147,0.0
313148,9.0
313149,0.0
313150,0.0
313151,0.0
313152,0.0
313153,9.0
313154,0.0
313155,0.0
313156,0.0
313157,132.0
313158,0.0
313159,0.0
313160,0.0
313161,8.0
313162,0.0
313163,0.0
313164,0.0
313165,0.0
313166,26.0
313167,0.0
313168,32.0
313169,0.0
313170,0.0
313171,0.0
313172,0.0
313173,0.0
313174,2.0
313175,0.0
313176,0.0
313177,0.0
313178,0.0
313179,0.0
313180,0.0
313181,0.0
313182,0.0
313183,26.0
313184,0.0
313185,0.0
313186,59.0
313187,0.0
313188,0.0
313189,30.0
313190,22.0
313191,0.0
313192,0.0
313193,0.0
313194,0.0
313195,0.0
313196,0.0
313197,0.0
313198,0.0
313199,5.0
313200,14.0
313201,0.0
313202,0.0
313203,0.0
313204,36.0
313205,15.0
313206,0.0
313207,0.0
313208,0.0
313209,67.0
313210,0.0
313211,5.0
313212,0.0
313213,49.0
313214,0.0
313215,0.0
313216,20.0
313217,50.0
313218,73.0
313219,0.0
313220,0.0
313221,0.0
313222,0.0
313223,0.0
313224,0.0
313225,12.0
313226,0.0
313227,0.0
313228,0.0
313229,0.0
313230,10.0
313231,1.0
313232,0.0
313233,0.0
313234,0.0
313235,0.0
313236,0.0
313237,0.0
313238,30.0
313239,0.0
313240,0.0
313241,0.0
313242,0.0
313243,0.0
313244,0.0
313245,0.0
313246,0.0
313247,10.0
313248,0.0
313249,0.0
313250,0.0
313251,0.0
313252,0.0
313253,0.0
313254,0.0
313255,14.0
313256,1.0
313257,1.0
313258,0.0
313259,0.0
313260,17.0
313261,13.0
313262,0.0
313263,0.0
313264,0.0
313265,5.0
313266,0.0
313267,0.0
313268,0.0
313269,0.0
313270,0.0
313271,0.0
313272,1.0
313273,0.0
313274,0.0
313275,0.0
313276,0.0
313277,0.0
313278,0.0
313279,0.0
313280,0.0
313281,15.0
313282,73.0
313283,53.0
313284,3.0
313285,0.0
313286,0.0
313287,0.0
313288,0.0
313289,219.0
313290,58.0
313291,0.0
313292,0.0
313293,0.0
313294,0.0
313295,8.0
313296,64.0
313297,55.0
313298,0.0
313299,0.0
313300,0.0
313301,33.0
313302,121.0
313303,0.0
313304,0.0
313305,0.0
313306,0.0
313307,0.0
313308,0.0
313309,63.0
313310,25.0
313311,6.0
313312,0.0
313313,0.0
313314,18.0
313315,0.0
313316,0.0
313317,0.0
313318,62.0
313319,0.0
313320,0.0
313321,8.0
313322,0.0
313323,4.0
313324,0.0
313325,0.0
313326,0.0
313327,0.0
313328,7.0
313329,0.0
313330,0.0
313331,0.0
313332,0.0
313333,0.0
313334,0.0
313335,0.0
313336,0.0
313337,0.0
313338,0.0
313339,0.0
313340,31.0
313341,68.0
313342,14.0
313343,15.0
313344,0.0
313345,42.0
313346,21.0
313347,55.0
313348,0.0
313349,0.0
313350,0.0
313351,0.0
313352,0.0
313353,2.0
313354,3.0
313355,5.0
313356,12.0
313357,10.0
313358,7.0
313359,0.0
313360,0.0
313361,0.0
313362,20.0
313363,0.0
313364,13.0
313365,5.0
313366,4.0
313367,18.0
313368,0.0
313369,0.0
313370,0.0
313371,0.0
313372,26.0
313373,146.0
313374,0.0
313375,0.0
313376,0.0
313377,4.0
313378,0.0
313379,2.0
313380,0.0
313381,0.0
313382,0.0
313383,0.0
313384,14.0
313385,0.0
313386,0.0
313387,0.0
313388,0.0
313389,0.0
313390,0.0
313391,98.0
313392,0.0
313393,0.0
313394,0.0
313395,0.0
313396,0.0
313397,231.0
313398,12.0
313399,0.0
313400,0.0
313401,0.0
313402,0.0
313403,143.0
313404,70.0
313405,3.0
313406,0.0
313407,0.0
313408,68.0
313409,0.0
313410,0.0
313411,8.0
313412,0.0
313413,0.0
313414,0.0
313415,0.0
313416,117.0
313417,207.0
313418,6.0
313419,0.0
313420,0.0
313421,0.0
313422,11.0
313423,0.0
313424,0.0
313425,0.0
313427,56.0
313428,0.0
313429,49.0
313430,0.0
313431,0.0
313432,0.0
313433,0.0
313434,0.0
313435,0.0
313436,0.0
313437,0.0
313438,0.0
313439,0.0
313440,119.0
313441,0.0
313442,0.0
313443,0.0
313444,0.0
313445,0.0
313446,0.0
313447,0.0
313448,136.0
313449,1.0
313450,0.0
313451,0.0
313452,0.0
313453,0.0
313454,0.0
313455,0.0
313456,112.0
313457,0.0
313458,44.0
313459,0.0
313460,0.0
313461,0.0
313462,90.0
313463,0.0
313464,0.0
313465,19.0
313466,0.0
313467,0.0
313468,0.0
313469,0.0
313470,66.0
313471,0.0
313472,0.0
313473,26.0
313474,92.0
313475,142.0
313476,0.0
313477,10.0
313478,148.0
313479,55.0
313480,32.0
313481,0.0
313482,0.0
313483,0.0
313484,0.0
313485,0.0
313486,3.0
313487,0.0
313488,0.0
313489,0.0
313490,0.0
313491,0.0
313492,0.0
313493,0.0
313494,4.0
313495,0.0
313496,0.0
313497,0.0
313498,12.0
313499,68.0
313500,68.0
313501,0.0
313502,41.0
313503,0.0
313504,0.0
313505,0.0
313506,0.0
313507,20.0
313508,3.0
313509,0.0
313510,0.0
313511,0.0
313512,150.0
313513,456.0
313514,4.0
313515,195.0
313516,2.0
313517,0.0
313518,19.0
313519,85.0
313520,5.0
313521,0.0
313522,0.0
313523,0.0
313524,0.0
313525,0.0
313526,2.0
313527,10.0
313528,1.0
313529,66.0
313530,179.0
313531,0.0
313532,0.0
313533,0.0
313534,37.0
313535,0.0
313536,0.0
313537,0.0
313538,0.0
313539,0.0
313540,0.0
313541,0.0
313542,0.0
313543,0.0
313544,0.0
313545,0.0
313546,0.0
313547,0.0
313548,0.0
313549,0.0
313550,0.0
313551,0.0
313552,0.0
313553,39.0
313554,0.0
313555,0.0
313556,0.0
313557,0.0
313558,0.0
313559,22.0
313560,30.0
313561,4.0
313562,0.0
313563,0.0
313564,0.0
313565,0.0
313566,0.0
313567,0.0
313568,0.0
313569,0.0
313570,0.0
313571,2.0
313572,27.0
313573,2.0
313574,0.0
313575,0.0
313576,0.0
313577,108.0
313578,112.0
313579,62.0
313580,0.0
313581,0.0
313582,0.0
313583,0.0
313584,5.0
313585,0.0
313586,46.0
313587,4.0
313588,0.0
313589,34.0
313590,4.0
313591,5.0
313592,92.0
313593,0.0
313594,0.0
313595,0.0
313596,0.0
313597,0.0
313598,0.0
313599,0.0
313600,0.0
313601,1.0
313602,0.0
313603,0.0
313604,0.0
313605,0.0
313606,0.0
313607,16.0
313608,1.0
313609,0.0
313610,0.0
313611,0.0
313612,0.0
313613,96.0
313614,35.0
313615,0.0
313616,0.0
313617,1.0
313618,3.0
313619,6.0
313620,0.0
313621,0.0
313622,9.0
313623,0.0
313624,0.0
313625,0.0
313626,0.0
313627,0.0
313628,0.0
313629,0.0
313630,121.0
313631,40.0
313632,113.0
313633,120.0
313634,0.0
313635,0.0
313636,82.0
313637,0.0
313638,0.0
313639,0.0
313640,0.0
313641,0.0
313642,0.0
313643,0.0
313644,0.0
313645,0.0
313646,0.0
313647,0.0
313648,0.0
313649,0.0
313650,22.0
313651,0.0
313652,0.0
313653,0.0
313654,0.0
313655,0.0
313656,0.0
313657,0.0
313658,0.0
313659,0.0
313660,0.0
313661,0.0
313662,0.0
313663,51.0
313664,68.0
313665,0.0
313666,0.0
313667,0.0
313668,0.0
313669,2.0
313670,32.0
313671,0.0
313672,2.0
313673,34.0
313674,0.0
313675,0.0
313676,0.0
313677,0.0
313678,0.0
313679,51.0
313680,4.0
313681,0.0
313682,0.0
313683,1.0
313684,0.0
313685,0.0
313686,0.0
313687,0.0
313688,0.0
313689,0.0
313690,0.0
313691,30.0
313692,0.0
313693,0.0
313694,0.0
313695,0.0
313696,0.0
313697,0.0
313698,0.0
313699,0.0
313700,12.0
313701,0.0
313702,4.0
313703,0.0
313704,1.0
313705,11.0
313706,25.0
313707,0.0
313708,0.0
313709,0.0
313710,0.0
313711,28.0
313712,61.0
313713,0.0
313714,0.0
313715,0.0
313716,0.0
313717,115.0
313718,0.0
313719,0.0
313720,125.0
313721,75.0
313722,34.0
313723,32.0
313724,0.0
313725,6.0
313726,0.0
313727,7.0
313728,139.0
313729,49.0
313730,0.0
313731,0.0
313732,74.0
313733,0.0
313734,0.0
313735,0.0
313736,4.0
313737,3.0
313738,128.0
313739,0.0
313740,0.0
313741,5.0
313742,18.0
313743,0.0
313744,0.0
313745,0.0
313746,0.0
313747,308.0
313748,0.0
313749,12.0
313750,0.0
313751,7.0
313752,1.0
313753,0.0
313754,0.0
313755,0.0
313756,0.0
313757,35.0
313758,0.0
313759,0.0
313760,0.0
313761,0.0
313762,8.0
313763,82.0
313764,0.0
313765,0.0
313766,0.0
313767,0.0
313768,0.0
313769,24.0
313770,46.0
313771,0.0
313772,35.0
313773,0.0
313774,0.0
313775,0.0
313776,1.0
313777,0.0
313778,0.0
313779,0.0
313780,0.0
313781,0.0
313782,18.0
313783,1.0
313784,10.0
313785,0.0
313786,0.0
313787,0.0
313788,0.0
313789,45.0
313790,5.0
313791,0.0
313792,0.0
313793,0.0
313794,0.0
313795,24.0
313796,26.0
313797,0.0
313798,0.0
313799,3.0
313800,2.0
313801,0.0
313802,0.0
313803,0.0
313804,0.0
313805,0.0
313806,31.0
313807,35.0
313808,0.0
313809,0.0
313810,0.0
313811,33.0
313812,0.0
313813,0.0
313814,0.0
313815,0.0
313816,0.0
313817,0.0
313818,0.0
313819,0.0
313820,0.0
313821,6.0
313822,42.0
313823,6.0
313824,0.0
313825,0.0
313826,105.0
313827,47.0
313828,0.0
313829,0.0
313830,0.0
313831,0.0
313832,0.0
313833,0.0
313834,0.0
313835,0.0
313836,0.0
313837,0.0
313838,0.0
313839,0.0
313840,0.0
313841,0.0
313842,0.0
313843,0.0
313844,0.0
313845,0.0
313846,0.0
313847,0.0
313848,7.0
313849,0.0
313850,2.0
313851,5.0
313852,0.0
313853,0.0
313854,0.0
313855,0.0
313856,0.0
313857,0.0
313858,0.0
313859,0.0
313860,0.0
313861,0.0
313862,0.0
313863,0.0
313864,6.0
313865,3.0
313866,27.0
313867,25.0
313868,2.0
313869,0.0
313870,9.0
313871,0.0
313872,0.0
313873,0.0
313874,3.0
313875,0.0
313876,37.0
313877,1.0
313878,0.0
313879,0.0
313880,0.0
313881,0.0
313882,0.0
313883,151.0
313884,0.0
313885,0.0
313886,5.0
313887,148.0
313888,0.0
313889,0.0
313890,0.0
313891,0.0
313892,0.0
313893,0.0
313894,0.0
313895,0.0
313896,0.0
313897,0.0
313898,0.0
313899,0.0
313900,47.0
313901,0.0
313902,3.0
313903,23.0
313904,0.0
313905,0.0
313906,10.0
313907,0.0
313908,0.0
313909,35.0
313910,0.0
313911,0.0
313912,0.0
313913,0.0
313914,0.0
313915,4.0
313916,8.0
313917,0.0
313918,0.0
313919,0.0
313920,0.0
313921,0.0
313922,6.0
313923,0.0
313924,0.0
313925,0.0
313926,0.0
313927,0.0
313928,0.0
313929,0.0
313930,0.0
313931,0.0
313932,52.0
313933,36.0
313934,10.0
313935,5.0
313936,202.0
313937,0.0
313938,0.0
313939,0.0
313940,0.0
313941,119.0
313942,156.0
313943,0.0
313944,0.0
313945,0.0
313946,0.0
313947,5.0
313948,5.0
313949,7.0
313950,0.0
313951,0.0
313952,2.0
313953,0.0
313954,0.0
313955,0.0
313956,76.0
313957,0.0
313958,0.0
313959,23.0
313960,75.0
313961,2.0
313962,0.0
313963,0.0
313964,3.0
313965,0.0
313966,36.0
313967,0.0
313968,0.0
313969,192.0
313970,0.0
313971,0.0
313972,0.0
313973,142.0
313974,0.0
313975,28.0
313976,85.0
313977,0.0
313978,20.0
313979,0.0
313980,0.0
313981,0.0
313982,0.0
313983,0.0
313984,0.0
313985,0.0
313986,0.0
313987,0.0
313988,0.0
313989,127.0
313990,0.0
313991,0.0
313992,0.0
313993,0.0
313994,0.0
313995,0.0
313996,0.0
313997,10.0
313998,0.0
313999,10.0
314000,0.0
314001,10.0
314002,0.0
314003,0.0
314004,0.0
314005,0.0
314006,0.0
314007,13.0
314008,2.0
314009,0.0
314010,1.0
314011,0.0
314012,23.0
314013,0.0
314014,32.0
314015,0.0
314016,0.0
314017,0.0
314018,0.0
314019,0.0
314020,2.0
314021,0.0
314022,4.0
314023,126.0
314024,22.0
314025,0.0
314026,0.0
314027,0.0
314028,0.0
314029,0.0
314030,9.0
314031,42.0
314032,8.0
314033,0.0
314034,0.0
314035,0.0
314036,0.0
314037,16.0
314038,0.0
314039,0.0
314040,0.0
314041,0.0
314042,0.0
314043,0.0
314044,0.0
314045,0.0
314046,0.0
314047,0.0
314048,0.0
314049,0.0
314050,0.0
314051,4.0
314052,131.0
314053,0.0
314054,0.0
314055,0.0
314056,0.0
314057,2.0
314058,77.0
314059,0.0
314060,0.0
314061,29.0
314062,0.0
314063,0.0
314064,1.0
314065,0.0
314066,0.0
314067,0.0
314068,16.0
314069,0.0
314070,0.0
314071,0.0
314072,10.0
314073,82.0
314074,0.0
314075,0.0
314076,0.0
314077,0.0
314078,31.0
314079,0.0
314080,0.0
314081,0.0
314082,5.0
314083,1.0
314084,0.0
314085,0.0
314086,0.0
314087,0.0
314088,0.0
314089,0.0
314090,0.0
314091,0.0
314092,121.0
314093,14.0
314094,0.0
314095,0.0
314096,0.0
314097,75.0
314098,0.0
314099,0.0
314100,0.0
314101,0.0
314102,0.0
314103,0.0
314104,98.0
314105,11.0
314106,31.0
314107,0.0
314108,0.0
314109,0.0
314110,0.0
314111,0.0
314112,0.0
314113,0.0
314114,0.0
314115,0.0
314116,0.0
314117,0.0
314118,278.0
314119,0.0
314120,0.0
314121,0.0
314122,0.0
314124,28.0
314125,0.0
314126,0.0
314127,0.0
314128,0.0
314129,0.0
314130,0.0
314131,0.0
314132,0.0
314133,0.0
314134,133.0
314135,16.0
314136,0.0
314137,0.0
314138,0.0
314139,0.0
314140,0.0
314141,0.0
314142,25.0
314143,0.0
314144,0.0
314145,0.0
314146,75.0
314147,0.0
314148,0.0
314149,14.0
314150,0.0
314151,0.0
314152,0.0
314153,37.0
314154,10.0
314155,7.0
314156,75.0
314157,7.0
314158,0.0
314159,224.0
314160,69.0
314161,14.0
314162,0.0
314163,29.0
314164,43.0
314165,0.0
314166,8.0
314167,0.0
314168,0.0
314169,10.0
314170,8.0
314171,0.0
314172,0.0
314173,3.0
314174,0.0
314175,0.0
314176,11.0
314177,0.0
314178,87.0
314179,1.0
314180,0.0
314181,43.0
314182,0.0
314183,0.0
314184,0.0
314185,0.0
314186,70.0
314187,30.0
314188,2.0
314189,0.0
314190,42.0
314191,0.0
314192,34.0
314193,0.0
314194,0.0
314195,0.0
314196,0.0
314197,0.0
314198,0.0
314199,0.0
314200,0.0
314201,57.0
314202,0.0
314203,0.0
314204,0.0
314205,198.0
314206,10.0
314207,0.0
314208,0.0
314209,0.0
314210,35.0
314211,0.0
314212,5.0
314213,0.0
314214,0.0
314215,0.0
314216,20.0
314217,16.0
314218,0.0
314219,0.0
314220,0.0
314221,0.0
314222,0.0
314223,0.0
314224,0.0
314225,0.0
314226,54.0
314227,13.0
314228,0.0
314229,0.0
314230,0.0
314231,0.0
314232,5.0
314233,0.0
314234,0.0
314235,0.0
314236,0.0
314237,0.0
314238,0.0
314239,0.0
314240,0.0
314241,0.0
314242,0.0
